,GPU,CPU
0,0.5993484000000002,2.4371682000000003
1,0.571299100000001,2.7082813000000012
2,0.6045011000000002,2.5505508
3,0.5719892000000009,2.451461000000002
4,0.5990864000000009,2.5272112
5,0.5309150000000002,1.4211115999999961
6,0.548240100000001,1.4001248999999945
7,0.5184827999999939,1.3721326000000005
8,0.5216758000000041,1.4221160000000026
9,0.5101883000000029,1.324951200000001
10,0.5220931999999934,2.1124016000000054
11,0.5263418999999985,2.0598043999999973
12,0.5208452999999977,2.1378182999999993
13,0.5487815999999981,2.1253432999999973
14,0.530411799999996,2.0686718999999982
15,0.5113944000000004,0.8294098000000076
16,0.48707629999999824,0.8059449999999941
17,0.47448940000001016,0.835890599999999
18,0.466674900000001,0.8385956999999991
19,0.5005681000000095,0.8211469000000022
20,0.4257721000000032,0.20188709999999332
21,0.41857960000000105,0.19222940000000222
22,0.4211622999999918,0.1930401000000046
23,0.42712930000000426,0.19926150000000575
24,0.42201109999999176,0.2011461999999966
25,0.4858349000000004,0.9817279999999897
26,0.4732151999999985,0.930769699999999
27,0.4998233999999968,0.9191069000000027
28,0.4924405000000007,0.8891286000000065
29,0.4977959999999939,0.9463226999999961
30,0.5450732000000045,1.6618111000000084
31,0.5390398999999917,1.632677099999995
32,0.5667097000000041,1.5688873999999942
33,0.5139331999999968,1.5670932999999962
34,0.5234548999999902,1.609134499999982
35,0.49244970000000876,0.14814520000001608
36,0.4272702000000095,0.13709939999998255
37,0.43370720000001484,0.14002030000000332
38,0.4215611999999851,0.13324130000000878
39,0.4141033999999877,0.14199980000000778
40,0.4803410000000099,1.080680199999989
41,0.4944985999999858,1.1787065999999982
42,0.5294902000000263,1.2628215000000012
43,0.4811747999999909,1.1612532999999985
44,0.5042687000000114,1.1787360999999805
45,0.42939400000000205,0.14352259999998296
46,0.41189470000000483,0.14133790000002477
47,0.44233619999999974,0.1402697000000046
48,0.449686000000014,0.14659430000000384
49,0.446923599999991,0.1515985999999998
50,0.5108240000000137,1.3621176999999989
51,0.5257184999999822,1.4029488999999842
52,0.5028904000000125,1.3773151999999982
53,0.5166644999999903,1.2228068000000007
54,0.5060496999999771,1.2422712999999987
55,0.5121666999999945,1.152479999999997
56,0.5591084999999794,1.092064999999991
57,0.5281193000000144,1.1567235999999923
58,0.5168615999999986,1.1811545000000194
59,0.48949029999999993,1.1668072000000222
60,0.431328499999978,0.15784350000001268
61,0.42130620000000363,0.1628240999999946
62,0.42108400000000756,0.15412729999999897
63,0.4257661999999982,0.1550711000000149
64,0.41338960000001634,0.15316139999998768
65,0.5625817000000097,2.365970699999991
66,0.5670203999999899,2.3037961999999936
67,0.5700986000000228,2.4703618000000063
68,0.5655232999999953,2.6805003999999997
69,0.5588502999999889,2.713973899999985
70,0.43778170000001637,0.09910189999999375
71,0.4195569999999975,0.09857700000000591
72,0.4337128999999891,0.09970409999999674
73,0.42362560000000826,0.09696209999998473
74,0.4392892000000188,0.09865549999997825
75,0.44984719999999356,0.1764770999999996
76,0.44393299999998703,0.1812148999999863
77,0.47744210000001885,0.177176199999991
78,0.4295061999999916,0.1804076999999893
79,0.4360211999999706,0.18092949999999064
