feature_size,sample_size,avg_cpu_time,std_cpu_time,avg_gpu_time,std_gpu_time,avg_speedup,std_speedup
64,32,0.0708983833333337,0.007799343519017045,0.6476965566666669,0.3190859337163327,0.11853834085214592,0.024210051681509068
64,64,0.08875674000000136,0.005093562142046392,0.5222243933333329,0.05529308538880652,0.17129100966016636,0.015461178548328122
64,128,0.1715771499999974,0.01677017540466505,0.6048273633333371,0.09774307789589746,0.2889310151607332,0.04174240478677618
64,256,0.4156621966666677,0.03418831381643902,0.5897016200000015,0.09563982967534022,0.7172844518899671,0.09214307831686815
64,512,0.9441548333333335,0.035284306742857964,0.70424478,0.046641935149505424,1.3452006858705263,0.08571979878838597
64,1024,2.5832734133333304,0.09797928084196161,0.854772583333327,0.07697893047087312,3.046339412158039,0.30084334559665893
128,32,0.06679165000000656,0.008569893991199657,0.5505224399999975,0.04755894597168237,0.12201929057852963,0.017224997548590068
128,64,0.0977216566666641,0.012387304597537778,0.5448143233333288,0.05116263156719289,0.18049578730645557,0.02559450938028387
128,128,0.16224821999998465,0.007912759666315114,0.5432715666666695,0.05785822802820845,0.30171609211428124,0.03302312165270419
128,256,0.2917974299999893,0.015077415611563701,0.5738384433333295,0.07337807341060201,0.5150951265738856,0.05828219516259637
128,512,0.7658325199999884,0.03451796109031331,0.7139085533333362,0.04867415452703441,1.0757313001561004,0.06114904659246793
128,1024,2.498197456666666,0.10958797793571207,0.8439387299999983,0.061035761431257086,2.972316203366513,0.21284399558129802
256,32,0.06419594666668142,0.0034707017423945105,0.5289736866666696,0.041677524449976126,0.12180334577921585,0.008174201790192567
256,64,0.09460460666668571,0.005826239389059821,0.5360828266666772,0.04410263070588272,0.17736445372171736,0.014929986762607117
256,128,0.16176605000000185,0.007372120522799867,0.5628694833333422,0.045181289402924894,0.2889869131294452,0.024030715350398645
256,256,0.28699499333332973,0.01234322510886265,0.5982234166666786,0.06375241995553525,0.48393789690087424,0.04468633660874054
256,512,0.7700796833333016,0.03259802119898499,0.7454864066666839,0.0459587557092322,1.036874155350779,0.07782305356684725
256,1024,2.565560743333314,0.12551060141838435,0.843475503333328,0.048624613130021636,3.047088080926598,0.16053951057022062
512,32,0.07237969666664412,0.0033759757910275206,0.5223196600000316,0.04838329843625595,0.13957777070094018,0.013095177503012673
512,64,0.09311449666665036,0.005202104312179264,0.5022072566666869,0.039217679809887745,0.1865154623413869,0.0181687026003905
512,128,0.16071304666667555,0.006012200096144235,0.5295940833333664,0.04533219933092285,0.3053171746613235,0.02495746398932412
512,256,0.29158374000001763,0.007504125129558152,0.5568938400000055,0.04747153026999262,0.5266188705612033,0.03884213962423359
512,512,0.770995683333346,0.026031654418242983,0.6836976299999985,0.032659137959803616,1.1299311506421368,0.061287070080614764
512,1024,2.5437424066666607,0.09989157532468305,0.8227075566666447,0.04397386079644344,3.098965759238049,0.18047803147664412
1024,32,0.07610914666666607,0.008653648474922553,0.5203633866666526,0.07312432608693434,0.14734861969825797,0.0135546063156932
1024,64,0.09636372333332778,0.0033703849645754817,0.5204205833333617,0.022954582215414687,0.1854687095789717,0.00949107812574913
1024,128,0.1707447500000247,0.005077471365268336,0.5248770966666371,0.03962754968550586,0.32702767497524915,0.02557707378559162
1024,256,0.30127248666667583,0.0050625895141038395,0.5198074033333417,0.04158781773827376,0.5827787940152054,0.042296138882084944
1024,512,0.7591618200000009,0.0208177459532634,0.6671174300000076,0.05165154526521983,1.1447809562726736,0.09454890144174644
1024,1024,2.6304679099999477,0.08001332052631843,0.7919873999999785,0.052685459583029434,3.335130122152586,0.23778469639616975
2048,32,0.07439924000010857,0.002448413228390115,0.5604539866666831,0.036845008077903134,0.13324651232449045,0.008971555368679197
2048,64,0.10841413666663963,0.006429477232582868,0.5630175633332783,0.03564475197979199,0.19306847942436758,0.013891179541454975
2048,128,0.19762958999999683,0.015487054322748823,0.5821829300000293,0.053104807261785736,0.34125788897212433,0.032236628985564474
2048,256,0.3538422799999656,0.0121799619475077,0.5560291066666195,0.04731805813411237,0.6401553638601174,0.05092713198557893
2048,512,0.9248007499999706,0.02671053879975552,0.689097479999964,0.03351333666043007,1.344207906024347,0.05712963017021036
2048,1024,2.7466289866667313,0.1797531949156705,0.7603079466667017,0.04561170615077136,3.6203040729595015,0.2600870104434309
